Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2/1/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,142246875.5,139468114.6,140630758.6,138476239.4,132019065,137728155.2,190651208,235253171.8,264308140.3,267448513.1,306891107.3,319827058.6,357160985.3,490417389.7,406580652.3,487148993.5,501979069.3,490608657.9,521910560.5,592416703.1,539227277.6,563024383.3,620974660.2,813963830.2,924318490.8,971977088.2,1107891063,1513934037,1789332788,1711816593,1664310633,1864823991,1751887839,1850952140,1881496592,1603239233,
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,507513830,490325181.6,479180824.3,511902136.8,542578367.2,592981162.3,647305630.2,699456618.9,773841494.3,853630203.8,984830158.5,1077152902,1238251696,1528916185,1666544754,1960863466,2412555426,3072427013,3523208810,4035519323,4831447001,2623807074,2606621255,3976453967,4593908719,4796628461,5477895475,5841132962,6063759371,6866402028,7403457319,7168999428,8528593084,9537297507,10432619390,11513472694,11618286553,12552071367,13617405420,14195623425,14949514585,15913363335,16504795453,17195867540,18529767934,19952156475,22600431878,26743874287,30612932803,30562361152,37268635329,42262697854,46473128237,49639737974,50167623290,54136834091,
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1917126411,2074862073,2189387094,2325271099,2512035610,2704935020,2933703028,3149153146,3131462662,3407866372,3749414955,4076289004,4718969796,5155104117,6701488054,7841458423,8046872066,9355692301,9525993221,10904420482,13391908897,14775983902,16399672560,16609819591,15832937075,15611995145,14206679971,15252921256,16153000713,16533068083,17661720109,17364653810,17058262358,17962545321,19054481831,20906271918,22781024125,25471508421,27956872381,29722106188,32206770523,33147903784,34932778636,37469010151,41154023579,46626940301,52391344060,58271036698,66468808733,55921150435,60761149603,65729447339,67849500795,68731747698,68671706571,66935278418,
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,5693005244,6914658389,8135150889,9987709686,11405957363,13027415252,13789579893,14206158658,17844705319,19584443219,19912889808,20150254124,20953510266,22205716020,24039383641,22921491787,24226283927,25213614325,27458999536,27025200369,28645436551,24317883624,22085858204,22367254851,28448326796,30428638304,25017300000,25366200000,25736600000,28365300000,30565200000,31683300000,33590400000,35901500000,38202800000,42644200000,52742100000,58603500000,60806300000,62078600000,64328200000,68990140000,73139050000,77149700000,,,
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012444074,,,,,,,,,,3207032513,,,,,,,,,,
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,489914760.7,576090073.7,734887974,964026512.2,1288715210,2154311277,2087496374,2159242417,2160364071,2278248953,2430411900,3090734463,3704813886,4278792597,4563482604,5591130218,5770197348,6912150456,6590291048,7425703929,9826778784,9899623588,9594298746,10353506787,10614455232,10183317625,10567304189,11618269231,14576896942,17422375000,18703146375,20403713461,24077470572,27839460964,25942622951,25562251656,27427161523,25012206090,24054965481,23308212817,19559942331,
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40315845396,29557058174,34451993226,40452245779,47364869196,59537113791,66775046785,61621364981,66372594575,64719461255,61474265135,67375623427,81696651659,99300329682,1.18976E+11,1.3599E+11,1.55213E+11,1.88818E+11,2.35205E+11,2.0573E+11,2.07016E+11,2.27949E+11,2.07376E+11,2.09402E+11,2.07818E+11,1.85156E+11,
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,2.15022E+11,2.49039E+11,2.98667E+11,3.96867E+11,4.43619E+11,4.8878E+11,5.17788E+11,5.98226E+11,7.37668E+11,8.78011E+11,9.46695E+11,7.97443E+11,7.73638E+11,7.67768E+11,7.22368E+11,7.29763E+11,1.0423E+12,1.29326E+12,1.39593E+12,1.39367E+12,1.76497E+12,1.86187E+12,2.12313E+12,2.06856E+12,2.20597E+12,2.59162E+12,2.50367E+12,2.21869E+12,2.24323E+12,2.19996E+12,1.94995E+12,1.95065E+12,2.07914E+12,2.50573E+12,2.81925E+12,2.86141E+12,3.00245E+12,3.43995E+12,3.75237E+12,3.41801E+12,3.4173E+12,3.75746E+12,3.54398E+12,3.75251E+12,3.87928E+12,3.36345E+12,
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,340989528,,373371738.3,395794538.6,409220087.1,452328087.3,462421998.5,478058304.9,466048469.2,491689220.7,497723960.6,494004647.7,502675542,514267869.3,536080148.1,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1049110685,1128611700,1239144502,1353632942,1455000000,1588000000,1727000000,
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,36370370.37,45170370.37,44296296.3,59100000,66218518.52,72051851.85,79925925.93,89848148.15,98585185.19,112074074.1,126348148.1,143766666.7,153374074.1,166322222.2,180437037,191759259.3,200418518.5,215459259.3,224037037,236444444.4,245781481.5,258440740.7,267740740.7,335845814.8,343119370.4,337695740.7,350091222.2,374771481.5,370370370.4,390370370.4,421375851.9,458190185.2,489074333.3,493824407.4,500988407.4,485905592.6,508447148.1,528178703.7,517218963,
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,6248946880,6933842099,7812968114,8316692386,9506678763,10678897387,11721248101,12788479692,13196541952,15009384585,16866156733,18823150290,22966364109,30459579436,33900564767,40251071473,44401699735,49666416195,60281337504,70309794678,70867465285,61376989331,59916301294,60188398261,58673426984,62220601827,87800282647,1.0915E+11,1.15112E+11,1.11887E+11,1.38095E+11,1.38965E+11,1.52691E+11,1.42963E+11,1.56145E+11,1.85007E+11,1.87632E+11,1.73538E+11,1.76992E+11,1.77965E+11,1.64159E+11,1.64791E+11,1.78635E+11,2.18096E+11,2.51243E+11,2.6456E+11,2.82961E+11,3.195E+11,3.52592E+11,3.19762E+11,3.19811E+11,3.41499E+11,3.25012E+11,3.38927E+11,3.46119E+11,2.95091E+11,
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,672399700,654100200,824100000,940799900,1025599900,888100000,983900000,1034800000,1079100000,1230500000,1485400100,1666400000,1987300000,2344699900,2925600000,3599300100,3951399900,4587100200,4774400000,5498800100,6631000100,7266999800,7964000300,8622000100,10330399700,5044592913,6122197810,5826987203,5374315190,6686592729,7073674721,9724402004,11277676880,12976408000,14511134921,16358496124,18131813001,19593869595,21171523985,21709726722,23996063503,24892521237,26571620979,21277165886,22039232610,34004033804,35952845583,44169678153,48288967303,48376555306,53954579004,57746684847,60613645121,61965942057,65231032303,68102618092,
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2723637615,2434766869,2001460831,2703004013,2909340110,3136284384,3039859262,3370870459,3852147121,4257253368,4863487558,5077222325,6761786485,8715106139,13209713766,15557934473,17728348385,20971901065,26364491684,33243421341,42345276290,44348670716,45207090661,48801372218,53698280328,57937867712,63696299981,66742269086,59089065518,55631488295,62045098375,45715367087,48003298223,49946455211,42542571306,41764052458,46941496780,48177862502,48187747529,48640611686,54790060513,54744714110,56760288396,67863829705,85324998959,1.03198E+11,1.17027E+11,1.34977E+11,1.71001E+11,1.37211E+11,1.61207E+11,2.00013E+11,2.09047E+11,2.09704E+11,2.13518E+11,1.66839E+11,
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,80241339129,70437983922,64546403774,69894796594,81035899938,94570465280,1.03529E+11,1.00316E+11,1.01252E+11,1.13695E+11,1.2674E+11,1.36297E+11,1.54623E+11,1.94679E+11,2.19634E+11,2.46916E+11,2.50621E+11,2.89612E+11,2.80375E+11,3.24766E+11,3.74729E+11,3.99872E+11,4.19669E+11,4.40368E+11,4.78047E+11,5.23893E+11,5.22414E+11,5.15967E+11,5.72274E+11,6.185E+11,6.62892E+11,7.19418E+11,8.06172E+11,8.85034E+11,1.06462E+12,1.314E+12,1.50927E+12,1.5633E+12,1.43283E+12,1.57611E+12,1.7373E+12,1.84841E+12,2.04578E+12,2.31549E+12,2.68522E+12,3.1055E+12,3.73706E+12,4.72699E+12,5.9839E+12,6.49258E+12,7.87441E+12,9.62527E+12,1.07368E+13,1.1853E+13,1.2744E+13,1.32047E+13,
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1.37032E+11,1.37941E+11,1.4307E+11,1.60366E+11,1.78248E+11,1.93974E+11,1.90288E+11,2.06276E+11,2.23247E+11,2.47639E+11,2.6329E+11,2.85273E+11,3.24608E+11,4.18695E+11,5.86721E+11,6.33683E+11,6.95873E+11,7.78931E+11,8.62397E+11,1.04736E+12,1.29201E+12,1.44314E+12,1.37436E+12,1.38812E+12,1.36852E+12,1.40172E+12,1.4221E+12,1.43334E+12,1.54003E+12,1.57239E+12,1.81051E+12,1.91524E+12,2.10228E+12,2.31015E+12,2.41806E+12,2.47909E+12,2.70554E+12,2.89063E+12,2.84521E+12,3.01779E+12,3.27197E+12,3.23397E+12,3.14003E+12,3.50927E+12,4.07572E+12,4.75005E+12,5.43609E+12,6.41839E+12,7.23883E+12,6.96146E+12,8.44985E+12,9.50908E+12,9.86718E+12,1.00729E+13,1.02722E+13,9.95424E+12,
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1.53278E+11,1.53726E+11,1.57283E+11,1.75457E+11,2.0163E+11,2.24562E+11,2.51056E+11,2.72008E+11,2.99707E+11,3.45226E+11,4.04576E+11,4.49008E+11,5.56903E+11,7.33864E+11,8.45336E+11,9.2564E+11,1.01779E+12,1.21302E+12,1.52939E+12,1.6619E+12,1.796E+12,1.98341E+12,1.94334E+12,2.06099E+12,2.21082E+12,2.34408E+12,3.05476E+12,3.5718E+12,4.29874E+12,4.49807E+12,4.70708E+12,5.29994E+12,5.78407E+12,6.49298E+12,7.30245E+12,8.29689E+12,7.99527E+12,7.64888E+12,6.85642E+12,7.65385E+12,8.28036E+12,7.70189E+12,7.8232E+12,8.60401E+12,9.64978E+12,1.0291E+13,1.09102E+13,1.21976E+13,1.40902E+13,1.45187E+13,1.69308E+13,1.9632E+13,2.10059E+13,2.1247E+13,2.18786E+13,2.168E+13,
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.63787E+11,9.26167E+11,9.00121E+11,8.26771E+11,8.14091E+11,7.0674E+11,7.54577E+11,7.64203E+11,7.96344E+11,7.39951E+11,6.20914E+11,6.91863E+11,6.89527E+11,7.87659E+11,9.94036E+11,1.3134E+12,1.66261E+12,2.04228E+12,2.63893E+12,3.26805E+12,2.56234E+12,3.05384E+12,3.75221E+12,3.9102E+12,4.11578E+12,3.87225E+12,2.8932E+12,
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,4.31356E+11,4.5917E+11,5.02E+11,5.53562E+11,6.13028E+11,6.6708E+11,7.24715E+11,7.79729E+11,8.13214E+11,8.92827E+11,1.004E+12,1.13227E+12,1.35687E+12,1.7234E+12,1.94724E+12,2.27499E+12,2.36466E+12,2.67991E+12,3.27106E+12,4.00188E+12,4.53284E+12,4.03416E+12,3.88735E+12,3.77113E+12,3.62459E+12,3.75118E+12,5.12017E+12,6.32732E+12,7.03957E+12,7.18866E+12,8.81513E+12,9.10656E+12,9.77788E+12,8.98758E+12,9.40034E+12,1.08278E+13,1.1055E+13,1.04897E+13,1.07432E+13,1.06224E+13,1.00047E+13,1.01084E+13,1.10553E+13,1.34667E+13,1.5697E+13,1.67125E+13,1.80868E+13,2.11314E+13,2.3183E+13,2.03864E+13,2.08603E+13,2.30844E+13,2.21751E+13,2.31271E+13,2.34388E+13,2.00768E+13,
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1010325138,979108806.8,958598195,1038389642,1156150890,2387048255,2429309514,2553596092,2582180794,3112166848,2862504170,2754220263,3185987235,3891755552,6599259421,7731677257,9091924305,11026346590,11922502171,14175166008,17881514683,21810767209,19929853575,17152483214,16912515183,17149094590,15314143988,13945431882,13051886552,13890828708,15239278100,16988535268,18094238119,18938717359,22708673337,24432884442,25226393197,28162053027,27981896948,19645272636,18327764882,24468324000,28548945000,32432859000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,1.02292E+11,1.00177E+11,
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,5111621014,5339520613,5579168510,6109112150,6861743341,7682491836,8266003571,8763960703,9616725366,9015166840,11437965585,13360476862,14636028767,14849909491,18150000571,22912500556,23405404730,25592365394,28137369499,30642873038,34689560465,35880262675,40507934171,35044634015,39648442534,43130416913,36970555899,41855986519,46578631453,51897983393,60159245060,67629716981,78436578171,84828807556,90710704807,99838543960,97632008710,87850683979,82924503943,78845185293,89685725230,1.07484E+11,1.30479E+11,1.62818E+11,1.88982E+11,2.18888E+11,2.36002E+11,2.76353E+11,2.86011E+11,3.01499E+11,3.30779E+11,
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,2.4539E+11,2.7011E+11,2.99751E+11,3.36273E+11,3.74011E+11,4.0812E+11,4.45042E+11,4.83443E+11,5.18265E+11,5.72534E+11,6.41456E+11,7.27041E+11,8.78366E+11,1.14021E+12,1.2929E+12,1.49928E+12,1.56451E+12,1.77945E+12,2.17903E+12,2.63975E+12,2.95672E+12,2.5698E+12,2.48796E+12,2.42718E+12,2.32825E+12,2.39204E+12,3.35722E+12,4.15272E+12,4.56729E+12,4.66558E+12,5.87166E+12,6.10449E+12,6.73486E+12,6.16862E+12,6.51545E+12,7.52005E+12,7.61169E+12,6.95945E+12,7.15103E+12,7.11919E+12,6.48677E+12,6.59301E+12,7.1733E+12,8.85025E+12,1.01515E+13,1.0535E+13,1.11839E+13,1.28768E+13,1.41147E+13,1.29045E+13,1.26428E+13,1.36209E+13,1.26409E+13,1.31949E+13,1.34494E+13,1.16024E+13,
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.6,467872714.8,531688311.7,578015625,693535954.2,686490090.1,745526154.9,688921325.7,706370815.6,752368495.5,729321366.7,870247703.2,1109054005,1098425901,1211161880,1317974491,1380188800,1856695551,2117039512,2607739837,,,,,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,12072126075,13834300571,16138545209,19074913948,21343844644,24756958695,28721062242,31647119228,31475548481,36038711600,40881655099,46492797365,58971806627,78425934894,97009800115,1.14465E+11,1.18185E+11,1.3209E+11,1.60163E+11,2.14019E+11,2.32135E+11,2.02257E+11,1.95464E+11,1.70487E+11,1.71635E+11,1.80302E+11,2.50638E+11,3.17882E+11,3.75139E+11,4.13631E+11,5.35101E+11,5.75599E+11,6.29202E+11,5.23649E+11,5.29122E+11,6.1294E+11,6.40998E+11,5.88692E+11,6.17042E+11,6.33194E+11,5.95403E+11,6.25976E+11,7.05146E+11,9.06853E+11,1.06956E+12,1.15728E+12,1.26455E+12,1.47934E+12,1.63499E+12,1.49907E+12,1.43167E+12,1.48792E+12,1.33995E+12,1.36926E+12,1.38134E+12,1.19906E+12,
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4373658537,4746104825,5066242110,5617109801,5726895230,5685773519,6245072062,7322068381,9833875339,12059204969,14006093769,16963630661,22237065426,24194038377,19652486802,19492092715,23168793439,23043861555,25081191938,26213936937,22459443274,
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,7324903188,7707678019,8567890821,8096302367,9480840483,9848600870,10527338647,10908935749,11476584879,12175166763,13463868357,10492993078,8830712714,6927950565,7663984568,8547939731,8589211390,7818224906,7700833482,8242392104,8231326016,7850809498,8623691300,10131187261,12401139454,15280861835,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47648211133,55612228234,61539711687,
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,3.58973E+11,3.90826E+11,4.26948E+11,4.70341E+11,5.21247E+11,5.67644E+11,6.15342E+11,6.61229E+11,6.87278E+11,7.54867E+11,8.55013E+11,9.67143E+11,1.15804E+12,1.47044E+12,1.65263E+12,1.92673E+12,1.99554E+12,2.25991E+12,2.76959E+12,3.38252E+12,3.86066E+12,3.41575E+12,3.28739E+12,3.18648E+12,3.05952E+12,3.16206E+12,4.33636E+12,5.36562E+12,5.98497E+12,6.11095E+12,7.57834E+12,7.86485E+12,8.57021E+12,7.81454E+12,8.29836E+12,9.61044E+12,9.82463E+12,9.27333E+12,9.58985E+12,9.57675E+12,8.8991E+12,9.00049E+12,9.81078E+12,1.19454E+13,1.37951E+13,1.44263E+13,1.53883E+13,1.77808E+13,1.91163E+13,1.70784E+13,1.69755E+13,1.83364E+13,1.72729E+13,1.80055E+13,1.85738E+13,1.63119E+13,
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12662E+11,1.96782E+11,1.90816E+11,2.17473E+11,2.47332E+11,3.00124E+11,3.51606E+11,4.35173E+11,5.61422E+11,5.23727E+11,6.23522E+11,6.75467E+11,7.28679E+11,7.79084E+11,8.10209E+11,7.46905E+11,
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5224102196,5921659485,6340580854,6885920329,7766655086,8589340019,9208524505,9368954010,8823033880,10070766721,11365953567,12536710287,14754136507,19486826980,24867278714,29494515597,31873171719,33524682308,36283091408,44498283621,53685049410,52485533205,52832120390,51014090521,52926394935,55914236378,73586676050,91642093873,1.09103E+11,1.19065E+11,1.41518E+11,1.27866E+11,1.12625E+11,89255751015,1.03322E+11,1.34199E+11,1.32099E+11,1.26833E+11,1.33936E+11,1.35226E+11,1.2554E+11,1.2925E+11,1.39553E+11,1.71071E+11,1.96768E+11,2.04436E+11,2.16553E+11,2.55385E+11,2.83742E+11,2.51499E+11,2.47815E+11,2.73657E+11,2.56706E+11,2.6998E+11,2.72463E+11,2.3195E+11,
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,112328422.1,116987784.9,122906435,129454728.6,140032741.5,147084750,150603925.5,162625885.9,166952937.1,182182067.7,219878482.2,247749327.7,316650509,425963359.4,558589870.9,684268280.8,694552411.7,719533137.1,829239489.8,1019743927,1202567359,1235899836,1194015444,1123107276,1177997414,1141210125,1290228617,1177908192,1109976928,1182686577,1337024782,1383843860,1531803061,1635426125,1825285158,1970347721,2129266728,2093994597,1656784780,1942170999,1684109743,1660102346,1842691481,2315935753,2727507213,3006725015,3102741451,3405050612,3523185920,2870624636,3140508836,3774530589,3972012546,4190143229,4469810124,4425503075,
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,62651474947,68346741504,76313782252,85551113767,94906593388,1.02161E+11,1.10597E+11,1.19466E+11,1.29847E+11,1.40725E+11,1.48949E+11,1.66564E+11,2.04283E+11,2.65382E+11,2.86526E+11,3.62001E+11,3.7341E+11,4.11464E+11,5.08183E+11,6.15834E+11,7.03525E+11,6.1759E+11,5.86837E+11,5.61852E+11,5.32649E+11,5.55197E+11,7.74556E+11,9.38368E+11,1.0235E+12,1.03012E+12,1.2753E+12,1.27556E+12,1.40872E+12,1.33009E+12,1.40164E+12,1.60989E+12,1.61425E+12,1.46071E+12,1.51076E+12,1.50028E+12,1.36844E+12,1.38222E+12,1.50034E+12,1.84812E+12,2.12411E+12,2.20368E+12,2.32501E+12,2.66311E+12,2.92347E+12,2.69383E+12,2.64699E+12,2.8625E+12,2.68142E+12,2.80851E+12,2.83916E+12,2.41884E+12,
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105688873,1125684470,1062339944,1154899793,1268445919,1486861879,1683997930,1730891409,1970142378,2278229533,2413237402,2257097732,2301178416,2468748768,2356505419,2613458942,,,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,106500000,,,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,222103600,218845700,206900300,219646200,220660500,233226300,240051900,241543400,244991000,239563300,249845600,252991200,255890800,261339600,277510900,294117200,310287500,325835200,315725600,318072000,314971100,
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,141468977.6,167637907.4,182796536.5,154480244.2,215679855.3,226474285.6,245849781.7,271543680.3,294468564.5,318124701,323802475.5,381687073.1,430508357.7,722780701.1,1544216004,2157592937,3009409971,2809349074,2389479269,3030251116,4279637934,3862269127,3618007844,3391275731,3561451562,3339914759,3403638194,3281797039,3834503378,4186411457,5952293766,5402919957,5592390849,4378645081,4190819314,4958845906,5694040337,5326816859,4483417120,4662992036,5067865321,5018874179,5310381151,6497305662,7756293575,9458884812,10154041930,12438956756,15508574820,12065138273,14358584300,18186478120,17171447372,17590716232,18179717776,14262032471,
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,72328047042,76694360636,80601939635,85443766670,93387598814,1.00596E+11,1.07091E+11,1.11185E+11,1.04703E+11,1.12677E+11,1.30672E+11,1.48114E+11,1.69965E+11,1.92538E+11,2.06131E+11,2.41757E+11,2.32615E+11,2.63066E+11,3.35883E+11,4.38994E+11,5.64948E+11,5.40766E+11,5.15049E+11,4.89618E+11,4.61487E+11,4.89285E+11,6.01453E+11,7.45163E+11,9.10123E+11,9.26885E+11,1.09317E+12,1.1428E+12,1.17966E+12,1.06139E+12,1.14049E+12,1.32026E+12,1.39298E+12,1.53709E+12,1.62356E+12,1.65217E+12,1.63544E+12,1.61303E+12,1.75757E+12,2.02849E+12,2.389E+12,2.5081E+12,2.67828E+12,3.06301E+12,2.87546E+12,2.36713E+12,2.4296E+12,2.609E+12,2.646E+12,2.71951E+12,2.99883E+12,2.858E+12,
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753501868,6357615894,3690328964,2701181331,2513870587,2693731866,3094915506,3510540809,3613500117,2800024314,3057453483,3219487825,3395778674,3991374549,5125273881,6410941013,7745406201,10172869680,12795044473,10766809099,11638536891,14434619982,15846474596,16140047072,16509305828,13965385802,
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1217230095,1302674325,1382515654,1540797589,1731296200,2053462968,2126300672,1747187645,1666909518,1962050556,2215028588,2417108578,2112293280,2465493032,2894409912,2810106390,2765254360,3189428571,3662478173,4020227931,4445228057,4222441673,4035994383,4057275078,4412279865,4504342153,5727602649,5074829932,5197840973,5251764270,5889174834,6596546196,6413901602,5966255778,5444560669,6465137615,6934984709,6891308594,7480968858,7719354839,4983024408,5314909954,6166330136,7632406553,8881368538,10731634117,20409257610,24758819718,28526891010,25977847814,32174772956,39566292433,41939728979,47805069495,38616536132,37543361204,
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,1922600899,2041538057,2384295764,2432029380,2666616177,3014890569,3284625277,3279063318,3383218923,3693753379,3869032271,3783788551,3588376057,3461282294,2995360969,2833442750,2949637039,3446442219,3666349049,2937071767,2931625105,4134173275,4515824647,4609923756,4735956493,5067360009,5667229759,6231725485,6624068016,6699203543,
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,44212353.7,46695363.16,41160658.57,45168722.7,52296836.75,55728608.97,59161545,75187969.92,95797533.46,115182522.1,112189468.5,138094243.3,171836793.4,207114382.5,241080708.9,218764445.8,216051496,213446562.6,177338801.9,225724851.7,185646209.4,220626484.2,266673126.2,284119692.5,317083373.5,690314321.4,714255460.5,755042548.1,746491692.6,785996982.5,848237108.6,803630742.5,840285264.6,814723460.1,782915402.4,687408804.6,578236035.1,487038821.6,578785278.8,624174723.7,655068696,798870894.2,965769128.2,900639747.9,952429030.4,904256643.4,912569686.8,903779326.2,849122624.8,938794719.4,
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,78733594.84,78540057.14,87702828.57,89374237.29,98775328.95,108985740.2,112386489,114971207.2,122666858.8,118537875.1,110653830.7,154731969.7,165523634.5,163577538.3,138478900.6,143856253.1,130225018.8,173836362,164458120.3,213143016.4,243961995.5,257150573.2,226313492.7,236880813.8,235619994.8,253966919.9,270419779.4,268551010.9,206457553.4,224446652.1,370173851.9,392278164.4,415843479.8,476388249.3,531109346.8,586791836.1,591829897.5,695606313.9,864136798.7,825828719.8,846332419.5,1105497822,995581992.4,1026664111,1109007406,1056776883,
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,,,9122751.453,10840095.13,12712471.4,64748333.33,69110000,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.4,103653049.9,103987520.1,,,50642880.77,36731422.85,44294647.73,44442456.95,50320914.41,62118564.85,76407396.76,93345847.73,100534663.3,88265974.58,112119406.5,110906032.1,134707184.4,136047896.2,100807001.8,141853368.3,232463036.4,442337849.5,370687618.7,621117885.7,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,10086528699,13071718759,19749893536,15027795173,16298542028,21329395901,22389627294,21942597765,21461989483,12202323684,
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,4446528165,5016048786,5327573509,5949478035,6680298251,7600579093,8455611129,9136711288,9915140546,11266091571,13139862500,14591755682,16885506818,22347844649,25351305682,28525872476,31152840485,36176233117,44270203154,54481875805,56829663469,52346507380,54617991327,49428872678,48020024788,47820850975,56379593720,65652751132,76261278405,79169043642,97891090929,1.05143E+11,1.16225E+11,1.08809E+11,1.16602E+11,1.36878E+11,1.45862E+11,1.43158E+11,1.44428E+11,1.42541E+11,1.30134E+11,1.36191E+11,1.53831E+11,2.01924E+11,2.40521E+11,2.47783E+11,2.73318E+11,3.18498E+11,3.54461E+11,3.3E+11,2.99379E+11,2.8778E+11,2.45671E+11,2.39862E+11,2.3608E+11,1.94851E+11,
