Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,5/2/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,1063.420113,1198.507083,1483.51598,1789.589568,2023.39995,2268.789978,2542.52727,2946.240394,3452.522512,4220.961621,4969.781883,5944.670893,6585.840242,6889.004949,7156.853423,7296.551773,7652.102974,8218.597479,7841.464034,8379.576739,8755.156499,9115.234532,9363.18664,9932.029681,9414.160591,9443.063591,9801.966935,10419.31113,11452.73878,12812.76444,14350.91889,14797.36842,13082.28166,12174.69786,11931.20411,12517.55793,12194.60876,12946.98694,13659.14791,14462.17628,
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,1809.311452,1876.01412,1853.614248,1965.991477,2130.17446,2279.820319,2342.168925,2578.277802,2721.947788,2989.415344,3302.529573,3492.549371,3946.535985,4766.979888,6478.642513,6998.239869,7480.521526,7769.59668,8246.317846,9287.158625,10201.9783,11844.63254,12778.66257,11528.1681,12448.78373,11452.65689,11379.52337,11643.94718,14283.38445,17838.36312,18249.28849,18865.34352,18616.32081,17681.14687,18102.31756,20384.66929,21944.15506,23551.22217,21365.98141,20561.47678,21690.921,19517.84168,20081.81763,23465.38559,30472.37977,34016.71483,36118.28381,40991.98289,49664.68504,42742.99898,51874.08048,62245.10029,67635.31555,67708.68929,62099.61441,56408.34043,49755.31548,
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,935.4604269,1031.815004,1087.834243,1167.000532,1269.412583,1374.53214,1486.968606,1569.667183,1677.673528,1825.386126,2058.769079,2380.978443,2924.048871,3890.722456,4630.757207,5285.620724,5678.386638,6810.627729,8205.468927,9793.765307,10869.54642,9385.249018,9410.347225,9537.407431,8991.065076,9172.096769,13083.0727,16392.76957,17578.61894,17468.94619,21680.98969,22410.91174,24880.16407,24081.52781,25646.70066,30325.84958,29809.07677,26705.4786,27361.87511,27174.29716,24564.45829,24537.51426,26401.74546,32222.89724,36821.52147,38403.13388,40635.28182,46855.77175,51708.76575,47963.1794,46858.04327,51374.95841,48567.69529,50719.38828,51733.48192,44255.58336,44757.6349,
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237.324492,1209.237493,676.1515115,530.0903798,436.1905586,397.1981161,409.2167452,505.5605732,561.9103017,573.8902562,655.0974326,703.6838434,763.0730858,883.6439965,1045.02163,1578.40239,2473.085776,3851.437869,5574.603802,4950.294791,5842.805784,7189.691229,7496.335728,7875.756953,7891.299776,5500.310382,3878.709257,
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,70.34907861,71.48727773,73.78176495,78.9002836,86.60319464,51.65736468,52.47672296,55.13168671,55.24340419,56.07888142,70.24312709,72.12955294,69.63919255,85.04700015,95.41395105,114.6635856,119.9073909,143.2891278,155.9176618,194.9753861,223.4072262,229.4581867,233.817671,243.4238066,215.9441863,244.5689375,248.2101339,226.8497158,210.7500959,210.9695203,209.0516152,210.6438772,191.310913,162.635225,157.5430015,167.7991717,143.8532933,159.1755281,144.4746122,128.6964397,135.9984455,133.7427689,122.4335893,112.8493703,127.4296648,150.5070434,165.8794176,170.7999005,196.2472628,204.9446502,231.1943256,260.4799073,265.2856051,282.7555252,312.7489794,300.6765569,285.7274421,
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,1273.691659,1350.197673,1438.523233,1535.023729,1701.846276,1835.594766,1957.62608,2086.636005,2222.361511,2458.08182,2780.696187,3099.430158,3852.141729,4927.195923,5764.489883,6737.248251,7281.817735,8472.054468,10344.84713,11873.8354,12932.8606,10679.66389,9393.876692,8893.58613,8502.538597,8797.659679,12235.18414,15216.87102,16478.83159,16613.51665,20710.64434,21154.29184,23497.72741,22403.21682,24338.1377,28565.91915,27701.90329,25027.74459,25541.67472,25444.13926,23207.40591,23121.60114,25052.33939,30743.90254,35589.68912,36967.25918,38852.37293,44403.7669,48424.5756,44880.57302,44380.17663,47702.81189,44740.58325,46582.66955,47379.17392,40375.38864,41271.48215,
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,93.02250899,95.57215471,94.46453498,99.85911389,104.339768,110.1327938,112.9408364,111.9516019,116.895066,116.0250943,114.5565965,112.5700891,134.8194079,161.9873737,174.0141491,207.3004397,208.6561538,218.4543658,263.5810576,327.821678,378.0438983,337.9781947,322.7776995,271.1292402,252.869785,244.4109989,303.3488979,344.5030708,346.7360377,311.6783039,393.6862144,385.753616,317.9628553,411.9260305,279.6665043,367.387341,387.4329246,361.1002698,379.442354,403.6237038,374.1923942,378.736054,418.6985763,519.2922847,583.4093514,601.799977,625.830092,706.0535419,820.1513498,793.45243,757.6959074,825.9427854,837.9505001,915.2674586,943.686575,783.947091,789.4404107,
Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,68.42474857,71.55818009,76.5206114,78.37207194,80.47276675,81.7251155,82.54563689,84.36316494,84.73304935,86.52021111,81.49989868,84.28781501,99.32676402,113.7805843,124.3590305,152.7282201,155.648998,176.7833677,225.9416525,262.0760096,282.6857353,254.2307807,245.0947024,217.9947508,193.8432403,200.8944225,256.7623188,291.1319639,313.0618911,304.8534388,351.9793229,346.4106724,240.963481,244.1270735,193.0702363,235.8321973,249.3602944,229.4931177,255.7182334,265.3401156,226.4759814,235.4912324,260.7635413,332.3443051,371.3230865,406.9988071,422.6332374,475.1100122,569.7612784,552.7455521,575.4464527,666.8404101,673.8228182,699.781537,703.8216565,575.3144542,627.1030788,
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,88.69121063,97.14273018,99.57671365,101.2604912,99.50386427,105.7891703,111.6586395,121.6620934,121.5288977,133.5754367,138.2479647,131.7557632,93.02487011,117.7258149,179.045065,272.7451978,138.5922339,128.8092611,172.414696,196.4426256,222.6323509,241.8703692,215.3932576,199.3366454,208.5346351,239.0392205,227.4230256,247.072312,263.2227905,277.8178391,297.5679945,284.7255998,285.0954994,291.7144952,290.652464,319.6086944,382.9357493,389.5236244,395.2974607,397.3548219,405.6033071,402.5981152,400.6135745,432.7388972,460.7579167,484.1554071,494.0501466,541.0651484,615.7775411,681.1205368,757.6717572,835.7893401,856.342857,951.8894535,1084.56543,1210.158769,1358.779029,
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,2238.802958,2234.814816,2169.004011,1852.813434,1963.572676,1914.550647,2260.427281,3132.30136,2511.393063,2477.020818,2366.529821,1267.734375,1211.980878,1278.247173,1148.494399,1554.046931,1208.850233,1346.91277,1771.993943,1643.609895,1609.280586,1764.907387,2087.534843,2710.468024,3381.507837,3893.68998,4513.13628,5932.899677,7261.754492,6969.558557,6843.263289,7813.803499,7378.025539,7674.860559,7853.335191,6993.47736,7469.025247,
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,8537.929379,9269.269617,9446.158002,9421.285655,9590.683099,8706.725084,7041.56947,7555.066809,7958.679492,8030.85458,8528.983334,9055.591114,9082.741169,9698.134804,10130.41307,10376.93489,10544.66713,10672.18394,10076.18778,10401.48045,13636.34668,12868.211,13102.33457,14221.99259,15846.47641,17959.17854,19307.99549,20977.11053,23067.56535,19356.67236,20722.10389,22512.1596,23649.36661,24737.17178,24983.37902,22688.87824,22579.09342,
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,1550.324315,1651.475477,1752.970293,1867.112988,1994.54492,2144.830971,2322.943853,2556.835301,2804.705131,3215.486672,3179.276272,3297.998999,3322.668256,3696.66314,3416.550062,3156.468059,3328.633192,3617.251193,4130.75087,5532.150831,6338.619868,6622.685658,7165.134491,7694.937985,8873.769102,9888.48935,10339.52102,11150.69004,11381.82156,12158.07885,12350.97684,11914.85776,11682.08496,11402.65152,11812.46489,12239.8715,12717.15001,17287.93602,18456.60898,20505.94743,21241.2367,21497.52091,22506.35114,22009.20043,21996.40649,23405.45302,23719.10788,24301.24325,23652.33053,22037.10801,21921.55906,21523.97372,28815.5274,28303.46729,28374.35794,29056.09066,28785.47767,
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.0200012,485.6172767,736.9753294,978.516728,1097.644555,1246.497114,1461.75052,1524.412022,1761.537647,2214.732246,2650.642661,2968.411806,3404.321698,4180.292176,5078.314577,4701.334426,4614.829041,5054.325344,4722.013403,5042.582213,5204.243718,4584.242548,4808.405425,
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2124.840514,1708.848342,1675.838916,1590.612461,1460.075488,1370.672043,1452.447002,1396.502166,1511.770268,1210.6116,1276.288034,1244.373185,1479.383142,1819.525644,2378.339207,3126.071767,3848.215966,4735.484827,6377.369732,5176.26383,6029.3968,6519.230195,6940.159254,7978.872615,8318.51269,5949.106307,4989.427763,
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,304.9171073,316.4036061,327.1268675,336.9414661,351.1611263,377.5943052,406.0979671,420.4318882,386.953237,396.6543063,435.6904694,474.4442162,519.5635077,605.9334407,786.069092,885.9845291,717.0401829,858.8280811,980.8225093,1074.271965,1350.97638,1307.211688,1183.168317,1212.922437,1315.272503,1268.182948,1343.708719,1586.450207,1758.942735,1979.35346,2202.322556,2326.845903,2666.977671,2833.061341,2880.211133,2996.382928,3001.665138,2952.602141,2991.924971,3065.492248,3364.423711,3419.275719,3556.561825,3679.909523,3831.538019,3933.332215,4187.37803,4324.876427,4470.220796,4258.788611,4344.150177,4516.24675,4673.63848,4688.538443,4852.223666,4849.997495,4744.736397,
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,1902.402119,1961.538169,2020.385965,2020.265248,2199.727007,2282.216546,2630.850466,2982.749704,2830.188679,3053.703704,3387.272727,3866.300366,4343.173432,5009.29368,5853.932584,6509.433962,7261.278195,8370.786517,8876.865672,9613.3829,11218.21782,13425.97697,14166.17129,15902.02038,17469.82557,18269.53552,20450.66453,22411.79567,24253.17552,25517.92172,26841.51974,27700.30952,28669.68226,30900.69489,31476.06312,33989.72236,44826.78907,48478.88325,51371.74081,54245.45974,56284.16865,58883.95943,62583.1002,66111.72523,70359.31911,75882.03386,83912.6978,90849.58698,93605.74817,88463.31282,88207.32756,85973.15842,85458.45551,85748.06541,,,,
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,152.4618458,162.6957054,174.493386,184.275535,203.6011495,223.2783299,239.374916,255.8479664,210.1898901,218.5558012,225.7482986,238.1117003,267.6869789,263.210612,428.4328638,480.0507642,533.6275535,616.667074,702.4289173,808.4191206,811.7768958,1031.516161,958.6879039,909.847761,1013.800937,865.6901106,624.71542,672.565591,697.3705601,701.4646141,709.9488612,764.1413321,791.3804293,788.3990281,806.2214519,887.4685243,958.4737662,1006.964739,1058.71875,1012.509773,1007.002869,958.2366524,913.5756423,917.3643105,978.3346485,1046.427384,1233.594435,1389.634888,1736.935051,1776.866476,1981.160705,2377.675918,2645.227753,2947.938526,3124.00031,3077.026199,3104.956089,
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,210.0274704,204.9293015,260.2252661,291.950589,261.3310831,260.9646925,315.2773824,346.8801004,374.0832618,403.0652523,444.0262676,503.4787661,584.5506848,772.8187913,1000.634253,1149.586121,1385.29853,1560.86306,1737.367552,1901.001325,1939.790876,2124.962989,2218.890515,1565.297832,1573.967139,1643.196503,1936.016335,2081.665262,2294.401695,2901.285449,3093.037479,3966.795488,2591.797116,2786.171356,3494.640541,4840.787782,5156.805408,5271.411137,5075.631114,3469.503972,3739.119036,3146.950177,2819.649531,3059.587582,3623.047667,4770.182746,5860.145975,7313.557962,8787.610375,8553.38047,11224.15408,13167.47289,12291.46685,12216.90446,12026.61731,8757.206202,8649.948492,
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7770.815258,7681.981933,7440.957495,7777.554485,8148.382411,8537.056187,9069.168909,9549.894079,10727.59584,11200.57763,11567.66612,11513.93686,11675.34754,12028.48034,12868.78733,14223.25544,15439.99215,16381.49556,16613.71922,15922.90013,15959.02979,16610.41835,16536.21464,16326.91348,16261.79932,16129.04928,15891.62655,
Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,1113.402447,1237.079237,1235.892097,1363.453044,1303.739413,1381.972167,1455.308336,1906.192984,2915.266583,6921.436446,7226.430873,8459.324214,9914.123812,10711.86604,14941.0624,25412.99495,21821.79499,20687.39975,18123.85989,17332.97479,15694.53999,10211.59628,11591.78627,11006.87051,11869.98727,13604.15683,13901.72173,15270.48612,14572.10853,14117.39214,15929.16376,16789.03717,16656.08988,12690.68932,14097.93159,18008.44826,16468.12886,16846.02198,18555.56649,21896.60527,26102.13345,30980.96692,32672.36717,37951.2806,27965.47504,35268.10117,47017.0273,47651.25909,44597.27968,41530.66898,30967.89051,26939.41751,
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,331.5312269,348.2364521,345.5152164,374.758549,373.0604584,368.6335872,416.968406,505.9227309,548.7543973,520.4078194,557.9721483,465.3885839,471.8392542,449.688254,524.2981458,588.5939027,609.3430176,692.1262064,695.2902533,751.5757717,765.8632358,807.9387673,885.6382245,997.7417141,1097.457088,1247.061392,1335.456906,1741.142552,1795.181307,1770.234497,2178.921383,2458.045976,2422.008016,2350.882889,2504.717407,2615.31022,2773.547135,
Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,57.97768188,61.24224828,64.7070068,67.37587059,71.64951911,76.67722123,83.73469996,92.6258754,101.476552,114.8342053,138.363326,176.663797,222.46945,317.6646403,384.4187546,430.0741231,433.6515141,506.3237594,636.4664377,850.3486958,1059.6967,1034.153218,943.3196682,1052.732039,1077.74254,937.4744618,1135.167444,1554.419932,2031.41822,2301.989726,2750.950026,2783.021503,2848.206987,2783.237931,2779.113832,3014.867858,3022.176753,3065.527268,2869.182503,3226.295674,3349.068823,3128.097793,3055.618382,4163.065906,4896.583835,5351.253732,5374.554867,5714.047937,5623.379566,5185.729845,6346.156204,7645.214612,7029.23145,7007.625786,7497.762378,6532.044677,6924.149775,
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,74.59594425,80.52080199,79.96779577,81.58791565,87.8587465,91.32205402,93.84482117,95.32192069,109.247781,104.9197037,103.409867,108.0397857,121.1997304,140.0130735,142.4427623,187.699649,218.7506576,240.3735877,282.3812261,315.8626112,349.6099162,296.0645947,309.3677326,264.1972436,248.5851878,328.3119198,416.1188419,435.8930918,449.7829378,429.5415541,490.0745619,456.8977858,456.074154,401.9779716,260.4835711,332.6773772,293.3188854,266.6076447,268.9004231,271.8551165,243.5429317,243.1586486,253.7068343,286.2508019,313.210598,323.9805112,347.6073678,397.1480467,456.8614334,449.9601839,446.4434494,494.3306779,486.410114,337.4849614,377.1320274,348.381417,382.2131743,
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2294.568814,2231.293824,2255.230044,2354.839122,2529.518179,2739.585849,3010.705908,3173.076194,3411.060154,3703.990405,4121.932809,4586.255848,5141.616725,5870.600564,7043.474351,7489.940531,8783.721592,8892.76168,9096.058722,10012.44397,11135.43799,12297.78569,12439.74784,13377.89565,13826.64999,14060.46178,14403.8287,16245.45168,18864.26292,20638.29005,21371.2911,21664.59864,20771.25035,20017.42985,19859.20398,20577.48939,21183.22008,21770.13408,20887.83947,22167.22585,24124.16917,23691.59472,24167.80431,28172.14883,31979.87195,36189.58838,40386.69948,44544.5268,46596.33599,40773.45436,47447.47602,52082.21076,52496.69487,52418.31506,50633.20882,43525.37019,42348.94546,
Central Europe and the Baltics,CEB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2315.132605,2201.867425,2364.149702,2490.81471,2826.919188,3516.264212,3769.170549,3738.181243,4099.317646,3979.370262,3946.537321,4345.386039,4925.561977,5946.8038,7166.691356,8349.378479,9468.131736,11961.74828,14498.31777,12214.36412,12567.12831,13888.45312,13001.82579,13713.71731,14138.17818,12450.81346,12740.79996,
Switzerland,CHE,GDP per capita (current US$),NY.GDP.PCAP.CD,1787.360348,1971.316323,2131.391652,2294.182847,2501.29319,2620.475547,2784.733548,2960.722586,3121.889031,3344.783603,,,,,,,,,,,18832.19672,17153.40132,17478.65579,17341.99488,16499.14693,16655.33739,23751.44952,29558.89548,31743.65291,30401.89248,38428.3855,38399.21061,39534.542,38100.73673,41843.75688,48662.43977,46676.85094,40417.96228,41497.20261,40581.30705,37868.32306,38538.99005,41376.39399,48087.58314,53340.14766,54952.67372,57579.50195,63555.2375,72487.84593,69927.46877,74605.72102,88415.62806,83538.23008,85112.4644,86605.56338,82016.02131,79887.51824,
Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40537.51169,42405.49714,43299.40114,41610.13058,44159.21077,48226.39668,55844.11669,57210.73229,62261.82801,73569.64496,,,,,,,,,,
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,532.6162668,584.237786,671.3997046,687.2683744,709.5792644,699.3779619,803.1491022,779.4756862,779.9788652,893.2475969,954.2491173,1116.870566,1194.633209,1667.568269,1578.875598,730.4099007,975.4843641,1296.892999,1462.835161,1964.851432,2577.323575,3016.823465,2180.290184,1725.441879,1637.167311,1453.316206,1525.426685,1767.123349,2032.959557,2294.345992,2500.646257,2811.481588,3362.169308,3551.030186,4045.621429,5137.375078,5382.846519,5781.103423,5479.498064,4986.007417,5101.368479,4595.666327,4463.545867,4787.699532,6210.828325,7615.30468,9484.681227,10526.87746,10781.36608,10243.32824,12860.17764,14705.69242,15431.90293,15941.39722,14817.37778,13653.2264,13792.92605,
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,89.52054151,75.80583793,70.90941167,74.31364345,85.49855516,98.48677775,104.3245662,96.58953194,91.47271831,100.1299033,113.1629916,118.6545778,131.8835612,157.0903743,160.1400937,178.3418196,165.4055404,185.4228329,156.3963885,183.9831522,194.8047222,197.0714745,203.3349195,225.4319289,250.713969,294.4588485,281.9281209,251.811957,283.5376952,310.8819124,317.884673,333.1421454,366.4606923,377.3898395,473.4922787,609.6566792,709.4137551,781.7441643,828.5804793,873.2870617,959.3724836,1053.108243,1148.50829,1288.643252,1508.668098,1753.417829,2099.229435,2695.365917,3471.248054,3838.433972,4560.512586,5633.795717,6337.883323,7077.770765,7683.502613,8069.213024,8123.180873,
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,153.4715941,167.355531,167.995943,190.4073755,221.5178017,212.8218038,228.2274294,232.5688993,265.0408149,270.7573606,277.6370324,289.1094256,322.3479205,417.1065506,486.9170747,589.2070767,673.4169911,864.2870072,1041.473038,1152.333546,1226.912731,973.2840497,836.6556865,724.9422695,696.275231,682.5737814,862.3419925,915.4240175,897.6660598,824.1583194,880.0184701,825.5407011,847.2958457,810.8329724,590.3001333,756.5011354,809.5387372,758.911908,793.9810785,759.2922029,642.254714,656.834565,710.9611683,865.789649,919.8068028,931.754287,951.9478956,1065.896375,1242.431044,1217.749206,1219.749096,1214.703946,1262.480218,1423.682282,1569.928275,1434.326615,1534.973724,
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,119.5341872,124.4216918,129.5155192,131.0834865,138.5654873,140.9074501,144.2520758,154.1756272,169.6245685,181.0678013,177.7063609,184.2397815,208.1314731,249.0902541,310.9114267,369.1346945,401.1492919,426.6103015,542.9245797,694.7470764,782.1396718,859.6568809,799.5699949,781.5619272,800.8261351,810.7666623,1024.387656,1150.1642,1132.477702,979.5901011,951.8882236,1030.979969,918.3958707,1214.697379,808.5760946,716.4369269,761.151765,764.7846067,730.7326938,751.9782914,660.1926971,661.7774417,719.8896584,881.0102086,1027.823,1030.038193,1081.369831,1215.808213,1396.824988,1338.884377,1309.122208,1429.647553,1380.509848,1493.746567,1571.182535,1353.92449,1374.514172,
