Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Antigua and Barbuda,ATG,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.461999893,5.277999878,5.30700016,5.081999779,4.941999912,5.001999855,5.092999935,4.875,4.920000076,4.856999874,4.754000187,4.381999969,3.913000107,3.737999916,3.579999924,3.431999922,3.345000029,3.306999922,3.233999968,3.230000019,2.819999933,2.799999952,2.615999937,2.802000046,2.644000053,2.631000042,2.58100009,2.546000004
Austria,AUT,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.403999805,7.097000122,6.93200016,7.196000099,7.335999966,7.427999973,6.892000198,6.485000134,6.232999802,6.051000118,5.804999828,5.758999825,5.504000187,4.90199995,5.274000168,5.243999958,5.52699995,5.251999855,5.322000027,5.212999821,4.938000202,4.675000191,4.576000214,4.836999893,4.531000137,4.34800005,4.31099987,4.224999905
Azerbaijan,AZE,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.9620018,36.5890007,40.14400101,44.56000137,44.85599899,46.26300049,44.65499878,42.47499847,43.19499969,41.41500092,40.35499954,39.37799835,38.20199966,38.81399918,40.52000046,39.54700089,38.54899979,39.5929985,38.125,38.22999954,37.88299942,37.65299988,37.10100174,36.75299835,36.35599899,36.3370018,37.40100098,37.48099899
Burundi,BDI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.72299957,92.11199951,92.40299988,92.10900116,92.32499695,92.84200287,92.31500244,92.21499634,92.29100037,92.25499725,92.08100128,92.00900269,91.99199677,91.86499786,91.82299805,91.83699799,91.38700104,91.54499817,91.53299713,91.34700012,91.42299652,91.36399841,91.22299957,91.10299683,91.56099701,91.36699677,91.44499969,91.47599792
Belgium,BEL,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.703000069,2.895999908,2.627000093,2.588999987,2.555000067,2.486000061,2.378999949,2.362999916,1.97300005,1.782999992,1.379999995,1.789999962,1.720999956,2.219000101,2.039000034,1.953999996,1.855999947,1.552999973,1.486999989,1.351999998,1.300999999,1.172000051,1.360000014,1.218000054,1.177000046,1.251000047,1.269999981,1.251999974
Benin,BEN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.96900177,53.27600098,53.24900055,53.05400085,52.25400162,53.22600174,52.85800171,52.67200089,49.0719986,48.27000046,47.72999954,47.68399811,47.15599823,47.5719986,47.47100067,47.3390007,46.4129982,45.78499985,45.81000137,45.32899857,43.61299896,43.0890007,41.84700012,41.13700104,41.81900024,41.31900024,43.19599915,42.36399841
Burkina Faso,BFA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.92299652,88.8219986,88.84400177,89.13300323,88.63400269,88.37200165,87.64800262,87.26300049,86.18599701,85.71900177,85.39299774,84.9280014,83.66400146,82.41400146,81.98999786,80.60600281,75.5,72.11699677,66.4940033,60.88199997,54.32799911,47.54499817,40.42399979,30.66399956,29.44199944,28.92200089,28.27700043,27.61499977
Bangladesh,BGD,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.51300049,69.33200073,68.03299713,67.33599854,66.75700378,64.62799835,65.16899872,65.04399872,64.96199799,64.81099701,61.06999969,56.70700073,51.73500061,50.1269989,48.07600021,48.07600021,48.4640007,48.35200119,47.95299911,47.30599976,48.32600021,47.31200027,45.09899902,44.50099945,42.66500092,41.14099884,39.06800079,37.63899994
Bulgaria,BGR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.08699989,14.71100044,14.0170002,14.36299992,14.90999985,14.20800018,17.06200027,14.42599964,14.52299976,13.1960001,9.694000244,10.70499992,11.14000034,10.74499989,8.93900013,8.107999802,7.544000149,7.47300005,7.092000008,6.815000057,6.778999805,6.440000057,6.659999847,7.007999897,6.855999947,6.752999783,6.258999825,6.061999798
Bahrain,BHR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.433000088,2.431999922,2.104000092,2.036000013,1.899999976,1.873000026,1.807999969,1.687999964,1.682000041,1.661999941,1.567999959,1.488999963,1.396000028,1.277999997,1.287999988,1.230999947,1.166000009,1.136999965,1.072999954,1.088000059,1.121000051,1.074000001,1.041000009,0.985000014,0.936999977,0.97299999,1.032999992,1.046000004
"Bahamas, The",BHS,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.254000187,5.250999928,5.459000111,5.429999828,4.337999821,4.992000103,3.838999987,3.529999971,4.032000065,4.071000099,4.203000069,3.711999893,3,4.43200016,3.493999958,2.506000042,2.302999973,2.937000036,2.881000042,3.328000069,3.696000099,3.66899991,3.612999916,3.767999887,3.90899992,3.923000097,4.013000011,3.980999947
Bosnia and Herzegovina,BIH,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.67900085,46.23099899,46.9469986,50.47499847,48.11600113,47.75699997,39.61199951,36.19100189,32.49499893,27.69400024,27.12999916,26.1760006,25.19499969,25.81200027,24.54999924,24.01799965,22.96899986,22.28100014,20.19400024,19.65399933,19.2140007,19.37599945,18.90600014,17.07900047,17.87599945,19.24399948,19.11599922,18.56699944
Belarus,BLR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.22299957,23.23900032,22.60000038,22.04299927,23.66300011,22.77700043,20.84600067,19.53100014,19.44300079,18.68600082,17.375,16.79400063,15.47799969,14.3739996,13.8739996,12.98799992,12.11400032,11.29599953,11.16399956,10.82400036,9.937999725,9.890999794,9.595000267,9.571000099,9.508000374,9.730999947,9.87100029,9.657999992
Belize,BLZ,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.08499908,24.99399948,23.93899918,23.11000061,27.15399933,28.68099976,29.9090004,25.01499939,27.47100067,25.55599976,24.13899994,22.74500084,21.5720005,20.5529995,19.55400085,18.70499992,18.15800095,17.77899933,17.57799911,17.19499969,16.82799911,16.67399979,16.7859993,16.28800011,15.93700027,15.04699993,15.39000034,15.45600033
Bermuda,BMU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.16699982,40.59700012,40.06700134,40.02799988,39.35599899,38.45700073,38.63000107,37.0320015,37.08800125,38.9679985,44.20899963,42.38499832,35.08300018,35.08300018,35.18500137,36.15999985,33.15999985,31.20400047,30.08600044,30.04599953,29.78499985,27.79100037,29.22800064,30.85199928,27.84799957,27.35199928,27.02000046,26.34900093
Brazil,BRA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.60499954,28.29000092,27.42099953,27.39999962,26.0720005,24.35400009,24.18899918,23.35199928,24.23699951,21.3029995,20.58600044,20.66699982,20.71899986,21.0189991,20.49799919,19.37599945,18.30400085,17.46299934,16.99099922,15.96199989,15.72599983,11.49600029,11.19900036,10.37100029,10.24199963,10.18200016,10.32199955,10.1590004
Barbados,BRB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.522999763,6.243000031,5.556000233,5.308000088,4.640999794,5.268000126,5.268000126,4.436999798,4.313000202,3.720999956,4.202000141,4.044000149,4.556000233,3.332999945,2.382999897,3.617000103,3.01699996,2.789000034,2.943000078,2.84100008,3.276000023,2.796000004,2.694000006,2.885999918,2.891000032,2.857000113,2.904000044,2.881000042
Brunei Darussalam,BRN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02699995,1.922999978,1.871999979,1.800999999,1.715999961,1.687999964,1.631999969,1.606999993,1.514999986,1.429999948,1.363000035,1.246999979,1.100000024,1.062000036,0.999000013,0.890999973,0.828999996,0.805999994,0.745000005,0.708000004,0.660000026,0.621999979,0.602999985,0.550000012,0.574000001,0.583999991,0.519999981,0.512000024
Bhutan,BTN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.18599701,85.29799652,84.71399689,84.88400269,83.09799957,82.38700104,81.75800323,81.6269989,81.2559967,80.98899841,80.81099701,80.32499695,79.75700378,76.09500122,70.26899719,62.8030014,67.5719986,67.48500061,65.36599731,59.59999847,60.14799881,62.20999908,56.34400177,56.65100098,57.98600006,56.75699997,56.77799988,55.59500122
Botswana,BWA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.06900024,18.38599968,17.86599922,16.68600082,16.21199989,15.59599972,17.44499969,20.73200035,19.83099937,19.95599937,12.44099998,15.44200039,21.21899986,24.02300072,26.96100044,29.93000031,27.36400032,25.33399963,25.0890007,26.4260006,27.90999985,27.9279995,26.77400017,26.37400055,26.90699959,26.04899979,26.1989994,25.75600052
Central African Republic,CAF,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.56500244,84.84899902,84.96800232,85.07900238,85.04399872,86.09600067,86.46199799,86.46199799,85.98699951,86.12000275,86.28800201,86.26499939,86.69799805,86.5759964,86.39700317,86.41000366,86.33699799,86.33300018,86.20600128,86.15799713,86.2559967,86.13600159,85.6740036,85.48699951,85.6269989,85.62799835,85.63999939,85.60700226
Canada,CAN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.360000134,4.289999962,4.326000214,4.263000011,4.065999985,3.95600009,3.826999903,3.796000004,3.562000036,3.288000107,2.828999996,2.767999887,2.759000063,2.640000105,2.719000101,2.655999899,2.497999907,2.384000063,2.374000072,2.313999891,2.246999979,2.191999912,2.13499999,2.061000109,2.012000084,1.947999954,1.953999996,1.927000046
Central Europe and the Baltics,CEB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.76066061,22.8826064,23.21290059,22.69314758,22.30799116,21.34133827,21.67844235,21.10805349,21.09453318,21.22353695,20.7235469,18.71054438,18.17983935,16.68610498,15.99455842,14.85100882,13.92978364,13.16024413,13.07121102,13.45639995,12.99082799,12.88781884,12.45428997,12.02015555,11.38853947,10.36189511,10.24617525,9.931088194
Switzerland,CHE,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.335000038,4.239999771,4.552000046,4.448999882,4.491000175,4.386000156,4.603000164,4.609000206,4.782999992,4.848999977,4.349999905,4.285999775,4.236000061,3.894000053,3.898999929,3.812000036,4.002999783,3.588000059,3.249000072,3.470000029,3.513999939,3.530999899,3.528000116,3.578000069,3.438999891,3.361999989,3.509000063,3.434999943
Channel Islands,CHI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.24300003,26.21299934,25.90500069,25.38699913,25.06800079,24.83799934,24.31999969,23.80200005,23.29500008,22.6609993,22.24600029,21.95800018,21.53199959,21.1609993,20.88599968,20.54999924,20.33300018,20.41399956,21.00699997,21.01199913,20.91699982,20.87899971,20.70199966,20.40800095,20.14900017,19.99500084,19.96899986,19.87899971
Chile,CHL,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0909996,18.02000046,16.55500031,16.21800041,15.70499992,15.40799999,14.42099953,14.43900013,14.43400002,14.43700027,13.60400009,13.49800014,13.60000038,13.3579998,13.15999985,12.84599972,12.31099987,11.7159996,12.64900017,10.60499954,10.26099968,9.982000351,9.475000381,9.402000427,9.376999855,9.479999542,9.555999756,9.347999573
China,CHN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.30599976,53.68799973,51.56999969,50.50299835,49.44599915,48.34400177,47.16199875,46.46099854,45.25099945,43.79000092,42.625,41.27999878,39.24700165,37.95999908,35.82500076,33.50400162,31.24399948,29.54599953,27.84499931,26.23399925,24.50699997,23.16900063,21.9279995,20.72999954,19.54800034,18.35700035,17.51000023,16.4489994
Cote d'Ivoire,CIV,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.84899902,51.7820015,51.9090004,51.65100098,51.68500137,51.11000061,50.52799988,50.32300186,49.39400101,50.14699936,51.13299942,51.73699951,52.75500107,50.9679985,50.54600143,50.30599976,49.92200089,50.04600143,48.85499954,49.54299927,50.66799927,48.29899979,50.17200089,50.375,50.01399994,48.88499832,48.32099915,47.44900131
Cameroon,CMR,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.87400055,69.55500031,68.65599823,69.05899811,68.69200134,68.36299896,68.17700195,67.47599792,67.24900055,66.7559967,65.88800049,65.68599701,65.31300354,64.80200195,64.92900085,65.20200348,65.54799652,65.32800293,65.30799866,64.89199829,64.72499847,64.29199982,63.62900162,62.93000031,62.34799957,62.03699875,62.01200104,61.63999939
"Congo, Dem. Rep.",COD,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.80400085,86.48400116,86.43299866,86.93000031,86.78600311,84.98500061,86.70600128,86.72299957,86.82800293,84.60600281,81.85800171,81.10500336,81.95800018,81.92500305,81.35399628,81.06700134,80.86799622,80.3239975,79.43299866,79.58899689,79.68099976,79.48100281,79.80200195,81.34899902,81.52600098,81.41200256,81.92900085,81.98899841
"Congo, Rep.",COG,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.68799973,38.99000168,38.62599945,40.17200089,40.33300018,40.26399994,41.33100128,40.26499939,41.78099823,41.82699966,40.69900131,39.88199997,39.96699905,40.27600098,39.96900177,39.69100189,40.1570015,40.54999924,39.44599915,39.13899994,39.10699844,39.52000046,38.91899872,38.22900009,36.93700027,36.72299957,37.22800064,37.93199921
Colombia,COL,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.72400093,25.54299927,24.81999969,25.34499931,24.56100082,23.69199944,23.32500076,23.35700035,23.61100006,21.61499977,22.19799995,20.54700089,21.24399948,20.3579998,20.70800018,19.50499916,18.37899971,18.23600006,18.61899948,18.32600021,17.9260006,17.48399925,16.63199997,16.0739994,15.99100018,16.08699989,16.14100075,16.02700043
Comoros,COM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.56600189,55.75899887,55.64300156,56.56700134,57.09700012,57.6590004,57.70199966,57.86299896,57.92399979,55.87099838,55.50500107,55.38000107,55.69400024,55.71900177,55.8370018,55.65599823,55.91400146,55.80799866,55.6590004,55.86000061,55.61800003,55.45000076,55.0719986,54.98300171,55.35300064,55.23300171,54.84999847,54.68299866
Cabo Verde,CPV,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.27400208,79.7009964,79.56500244,79.09799957,78.82700348,78.39099884,77.8239975,77.16000366,76.98600006,76.16600037,75.89199829,75.09500122,74.78900146,74.16100311,73.21299744,72.16600037,70.77200317,70.05000305,70.20800018,69.73799896,69.16500092,68.99500275,68.76100159,68.65499878,68.65799713,67.88899994,67.65399933,67.18699646
Costa Rica,CRI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.70700073,24.28300095,22.8939991,21.60899925,21.78499985,21.85000038,20.72800064,20.28100014,19.83099937,20.55599976,15.64299965,15.90799999,15.20800018,14.87899971,15.2489996,14.0369997,13.2670002,12.39500046,14.1239996,15.11499977,10.90499973,10.27900028,9.897000313,11.15999985,12.30700016,12.21399975,11.98499966,11.59599972
Caribbean small states,CSS,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.36310936,21.60316371,19.8716829,19.59115074,18.61452736,18.0117592,16.7766324,16.01288599,15.78313972,15.40626837,15.17503953,14.525222,14.41894682,13.20912402,12.77933724,12.57168771,11.95614659,12.53101045,12.89614989,12.78905376,11.66190362,11.83324292,11.74285555,11.75692888,11.79555411,11.76029659,11.82933547,11.70440421
Cuba,CUB,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.2859993,24.13100052,25.5359993,25.54800034,25.10000038,25.10000038,25.10000038,21.49200058,27.11899948,27.11899948,21.65600014,21.65600014,21.65600014,21.16500092,20.25,20.02099991,18.74200058,18.5739994,18.72800064,18.60099983,19.68799973,19.26099968,18.61400032,18.89999962,18.30900002,18.25099945,18.60099983,18.4489994
Curacao,CUW,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.632999897,6.085999966,6.058000088,5.745999813,5.349999905,5.262000084,5.046999931,4.888000011,4.664999962,5.40500021,4.837999821,5.254000187,5.186999798,5.104000092,4.738999844,4.261000156,4.385000229,4.230999947,3.928999901,3.795000076,3.828000069,2.911999941,3.105000019,4.429999828,3.994999886,3.642999887,3.532999992,3.459000111
Czech Republic,CZE,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.144000053,7.519999981,7.795000076,6.945000172,6.638000011,6.21600008,5.793000221,5.553999901,5.313000202,5.218999863,4.872000217,4.895999908,4.538000107,4.318999767,3.977999926,3.763999939,3.58100009,3.174000025,3.117000103,3.095999956,2.989000082,3.049999952,3.029999971,2.749000072,2.926000118,2.901000023,2.86500001,2.779000044
Germany,DEU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.105999947,3.746000051,3.522000074,3.26699996,3.170000076,2.934999943,2.941999912,2.780999899,2.86500001,2.637000084,2.615999937,2.486999989,2.424999952,2.355000019,2.374000072,2.267999887,2.259000063,1.784999967,1.682000041,1.646999955,1.644999981,1.56099999,1.447000027,1.427999973,1.394000053,1.307999969,1.284999967,1.258000016
Djibouti,DJI,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.99099922,30.80599976,32.38700104,32.65399933,33.5340004,34.83300018,35.24200058,35.81600189,35.89699936,36.65999985,36.7480011,36.63299942,36.5320015,36.17900085,36.05899811,35.21500015,34.9109993,33.93700027,33.65999985,33.19900131,32.67900085,32.47100067,32.10699844,31.45499992,30.69300079,30.54599953,29.7859993,29.04700089
Dominica,DMA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.697000027,5.164000034,5.144000053,5.045000076,4.394000053,3.877000093,3.736999989,3.707000017,3.322000027,3.667999983,3.548000097,3.213000059,3.295000076,3.272000074,3.183000088,3.088000059,2.963999987,2.546999931,2.584000111,2.421000004,2.401000023,2.594000101,2.539999962,2.48300004,2.496999979,2.532000065,2.584000111,2.53399992
Dominican Republic,DOM,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.32699966,23.41200066,22.09000015,21.19000053,20.80500031,19.90299988,20.01399994,17.09199905,17.54400063,15.89599991,14.77799988,15.93000031,13.74800014,15.50399971,15.27600002,14.85299969,14.50500011,14.04399967,14.92300034,14.45300007,14.45899963,14.23900032,14.1420002,14.41600037,13.30900002,12.65699959,12.41499996,11.88399982
